code,year,points,college,audition,desc
WD817,2003,nan, Waterford Institute of Technology,False," Mature Applicants Psychiatric Nursing 
"
WD816,2003,nan, Waterford Institute of Technology,False," Mature Applicants General Nursing 
"
MH101,2003,375, Maynooth University,False, Arts
MH103,2003,nan, Maynooth University,False," Music 
"
MH102,2003,370, Maynooth University,False, Finance
MH107,2003,405, Maynooth University,False, Social Science
MH106,2003,505, Maynooth University,False, Psychology
LM059,2003,nan, University of Limerick,False," Computer Systems with French no offers 
"
LM051,2003,270, University of Limerick,False, Computer Systems
LM050,2003,400, University of Limerick,False, Business Studies
LM053,2003,410, University of Limerick,False, BusinessGerman
LM052,2003,430, University of Limerick,False, BusinessFrench
LM055,2003,505, University of Limerick,False, BusinessJapanese
LM054,2003,495, University of Limerick,False, BusinessSpanish
LM057,2003,410, University of Limerick,False, Economics and Mathematical Sciences
GA319,2003,250, Galway-Mayo Institute of Technology,False, HotelCatering Mgt
GA810,2003,355, Galway-Mayo Institute of Technology,False, General Nursing
GA811,2003,nan, Galway-Mayo Institute of Technology,False," Mature Applicants General Nursing 
"
MH202,2003,315, Maynooth University,False, Biotechnology
PD101,2003,455, St Patrick's Drumcondra,False, Drumcondra
PD102,2003,420, St Patrick's Drumcondra,False, DrumcondraGael
PD103,2003,400, St Patrick's Drumcondra,False, DrumBA Humanities
MH206,2003,500, Maynooth University,False, Theoretical Physics and Mathematics
MH207,2003,430, Maynooth University,False, Computational Biology Bioinformatics
MH204,2003,405, Maynooth University,False, Physics with Astrophysics
MH205,2003,365, Maynooth University,False, Theoretical Physics Computer Science
MH208,2003,365, Maynooth University,False, Biological Science
MH209,2003,480, Maynooth University,False, Psychology through Science
TR054,2003,490, Trinity College,False, Occupational Therapy
TR055,2003,490, Trinity College,False, Therapeutic Radiography
AS131,2003,nan, St. Angela`s College,False," Mature Applicants Mental Handicap Nursing 
"
TR051,2003,570, Trinity College,False, Medicine
TR052,2003,545, Trinity College,False, Dental Science
TR053,2003,535, Trinity College,False, Physiotherapy
GC450,2003,280, Griffith College,False, Journalism and Media Comms
GA442,2003,355, Galway-Mayo Institute of Technology,False, Construction Management
DK157,2003,nan, Dundalk Institute of Technology,False," Mature Applicants General Nursing 
"
LY151,2003,220, Letterkenny Institute of Technology,False, Computing with Data Communications
LY152,2003,225, Letterkenny Institute of Technology,False, Mental Handicap Nursing
DB562,2003,235, Dublin Business School & DBS School of Arts,False, Arts Psychology
TI005,2003,230, Tipperary Institute,False, Business Studies EBusiness THURLES
DN111,2003,nan, University College Dublin (NUI),False," Mature Applicants General Nursing 
"
DN110,2003,335, University College Dublin (NUI),False, General Nursing
DC162,2003,335, Dublin City University,False, Chemical and Pharmaceutical Sciences
DC161,2003,345, Dublin City University,False, Analytical Science
DC167,2003,345, Dublin City University,False, Physics with Astronomy
DC166,2003,350, Dublin City University,False, Environmental Science and Health
DC165,2003,355, Dublin City University,False, Science International
FR002,2003,400, Froebel College,False, FroebelGael
DN024,2003,405, University College Dublin (NUI),False, Sports Management
DN026,2003,475, University College Dublin (NUI),False, Economics Finance
DN021,2003,495, University College Dublin (NUI),False, Business and Legal Studies
DN020,2003,560, University College Dublin (NUI),False, Actuarial and Financial Studies
DN022,2003,190, University College Dublin (NUI),False, Arts Eveningmodular
DN029,2003,540, University College Dublin (NUI),False, Law with French Law
MI007,2003,380, Mary Immaculate College,False, Early Childhood Care Education
MI006,2003,425, Mary Immaculate College,False, Mary ImmaculateGael
CS001,2003,435, Saint Catherine's Sion Hill ,False, Home Economics
DN050,2003,330, University College Dublin (NUI),False, BA Computer Science
DN051,2003,450, University College Dublin (NUI),False, Economics
DN052,2003,470, University College Dublin (NUI),False, History
DN053,2003,495, University College Dublin (NUI),False, Philosophy
DN054,2003,525, University College Dublin (NUI),False, Psychology
GY516,2003,345, National University of Ireland Galway,False, Psychiatric Nursing
GY515,2003,380, National University of Ireland Galway,False, General Nursing Galway and Portiuncula
DN057,2003,445, University College Dublin (NUI),False, BA International French
FT472,2003,365, Dublin Institute of Technology,False, Early Child Care and Education
DN059,2003,415, University College Dublin (NUI),False, BA International Spanish
FT471,2003,370, Dublin Institute of Technology,False, Social Care
AC141,2003,190, American College,False, Behavioral Science Psychology
GY101,2003,405, National University of Ireland Galway,False, Arts
GY102,2003,335, National University of Ireland Galway,False, Arts St Angelas
GY103,2003,375, National University of Ireland Galway,False, Arts Public Social Policy
GY104,2003,525, National University of Ireland Galway,False, Arts Psychology
LM089,2003,445, University of Limerick,False, Sports Science
LY237,2003,nan, Letterkenny Institute of Technology,False," Mature Applicants General Nursing 
"
CK704,2003,490, University College Cork (NUI),False, Occupational Therapy
CK705,2003,510, University College Cork (NUI),False, Speech and Language Therapy
CK701,2003,565, University College Cork (NUI),False, Medicine
CK702,2003,545, University College Cork (NUI),False, Dentistry
CK703,2003,550, University College Cork (NUI),False, Pharmacy
TR018,2003,570, Trinity College,False, Law and French
TR019,2003,555, Trinity College,False, Law and German
DK111,2003,210, Dundalk Institute of Technology,True, Music
TR010,2003,400, Trinity College,False, Computer Science Linguistics and German
TR011,2003,385, Trinity College,False, Computer Science Linguistics and French
TR012,2003,525, Trinity College,False, History and Political Science
TR013,2003,nan, Trinity College,False," Computer Science Linguistics and Irish Offers 
"
TR014,2003,505, Trinity College,False, Philosophy and Political Science
DN045,2003,310, University College Dublin (NUI),False, Animal and Crop Production
WD049,2003,340, Waterford Institute of Technology,False, Business studies French
DN044,2003,310, University College Dublin (NUI),False, Agricultural and Environmental Science
LM095,2003,375, University of Limerick,False, TechEngineer Teaching
DN043,2003,310, University College Dublin (NUI),False, Agribusiness and Rural Development
LM096,2003,395, University of Limerick,False, Physics and Chemistry Teaching
DK057,2003,325, Dundalk Institute of Technology,False, General Nursing
AH001,2003,275, All Hallows,True, Theology and Philosophy
AH002,2003,305, All Hallows,True, Theology and Psychology
DN042,2003,300, University College Dublin (NUI),False, Forestry
CR116,2003,300, Cork Institute of Technology,False, Software Dev Comp Net
DC126,2003,510, Dublin City University,False, Financial and Actuarial Maths
DC125,2003,355, Dublin City University,False, Mathematical Sciences
CR112,2003,420, Cork Institute of Technology,False, Multimedia
DC122,2003,nan, Dublin City University,False," Computational Linguistics Offers 
"
DC121,2003,300, Dublin City University,False, Computer Applications
CR111,2003,225, Cork Institute of Technology,False, Computerised Instrument Systems
DN040,2003,340, University College Dublin (NUI),False, Food Science
TA110,2003,250, Institute of Technology Tallaght,False, European Studies
AS001,2003,430, St. Angela`s College,False, Home Econ Biology
AS002,2003,420, St. Angela`s College,False, Home Econ Catechetics
DC192,2003,305, Dublin City University,False, Information and Communications Engineering
DC193,2003,295, Dublin City University,False, Mechatronics
DC191,2003,305, Dublin City University,False, Electronic Engineering
DC196,2003,345, Dublin City University,False, Manufact EngineerBus Studies
DC197,2003,360, Dublin City University,False, Medical Mechanical Engineering
DC195,2003,350, Dublin City University,False, Compaided MechManuf Engineer
DC198,2003,325, Dublin City University,False, Mech and Manufact Engineering
DC199,2003,325, Dublin City University,False, Digital Media Engineering
PC410,2003,310, Carlow College,False, Humanities
TL290,2003,300, Institute of Technology Tralee,False, Interactive Multimedia
CW105,2003,350, Institute of Technology Carlow,False, Early Childhood Studies
CW100,2003,nan, Institute of Technology Carlow,False," International Business with French Offers 
"
WD079,2003,310, Waterford Institute of Technology,False, Administration
FT101,2003,574, Dublin Institute of Technology,True, Architecture
CK102,2003,405, University College Cork (NUI),False, Social Science
CK103,2003,340, University College Cork (NUI),True, Music
CK101,2003,380, University College Cork (NUI),False, Arts
CK106,2003,505, University College Cork (NUI),False, Applied Psychology
CK104,2003,420, University College Cork (NUI),True, ArtsMusic
CK105,2003,265, University College Cork (NUI),False, European Studies
WD095,2003,310, Waterford Institute of Technology,False, Marketing
WD091,2003,255, Waterford Institute of Technology,False, Hospitality Management
LM094,2003,410, University of Limerick,False, TechConstruct Teaching
AL112,2003,305, Athlone Institute of Technology,False, Psychiatric Nursing
AL113,2003,nan, Athlone Institute of Technology,False," Mature Applicants Psychiatric Nursing 
"
AL110,2003,355, Athlone Institute of Technology,False, General Nursing
AL111,2003,nan, Athlone Institute of Technology,False," Mature Applicants General Nursing 
"
GY350,2003,255, National University of Ireland Galway,False, Information Technology
CW046,2003,190, Institute of Technology Carlow,False, Computer Networking
LM090,2003,480, University of Limerick,True, PE Teaching
